N;Name;Symbol;Market Cap;Price;Circulating Supply;Volume (24h);1h;24h;7d
759;1SG;1SG;$1 622 682;$0,728641;2 227 000 *;$7 670 137;0,04%;0,12%;-0,02%
760;ALIS;ALIS;$1 617 445;$0,041338;39 126 863 *;$3 698;0,21%;-10,49%;-11,06%
761;Amon;AMN;$1 606 505;$0,003129;513 424 131 *;$66 283;-0,88%;8,06%;545,96%
762;Welltrado;WTL;$1 581 592;$0,039410;40 132 159 *;$13 313;0,58%;-28,33%;301,98%
763;Paypex;PAYX;$1 574 616;$0,023011;68 428 768 *;$48 614;8,67%;0,48%;-8,45%
764;Skychain;SKCH;$1 571 615;$0,210057;7 481 835 *;$5 963;-0,06%;6,90%;7,15%
765;EnergiToken;ETK;$1 561 437;$0,000843;1 852 153 500 *;$1 319;0,21%;22,68%;318,96%
766;EXRNchain;EXRN;$1 534 129;$0,000017;92 500 000 000 *;$58 518;-0,99%;-1,34%;-13,14%
767;GeoCoin;GEO;$1 533 308;$0,482089;3 180 551 *;$516;0,23%;7,92%;11,55%
768;MTC Mesh Network;MTC;$1 526 247;$0,004893;311 949 821 *;$2 822;0,14%;0,77%;71,69%
769;Scopuly;SKY;$1 522 708;$0,000720;2 113 790 933 *;$8 464;-0,04%;-6,97%;14,08%
770;Verasity;VRA;$1 515 162;$0,000388;3 901 915 662 *;$550 290;-0,38%;1,27%;-25,49%
771;win.win;TWINS;$1 513 701;$0,000977;1 549 863 436 *;$58 888;0,24%;2,65%;-6,96%
772;Omni;OMNI;$1 508 832;$2,68;562 118 *;$4 373;5,88%;9,19%;19,80%
773;Qbao;QBT;$1 504 534;$0,023022;65 351 403 *;$42 754;0,27%;5,94%;0,37%
774;Ink Protocol;XNK;$1 497 652;$0,005091;294 155 472 *;$415 679;-0,59%;25,01%;31,54%
775;CargoX;CXO;$1 482 805;$0,009575;154 867 833 *;$33 451;-4,53%;-1,16%;22,38%
776;ValueCyberToken;VCT;$1 479 764;$0,013722;107 837 023 *;$331 678;-12,15%;-10,07%;-21,04%
777;Semux;SEM;$1 470 820;$0,136673;10 761 591;$98 421;-0,92%;-28,70%;-47,35%
778;Sentivate;SNTVT;$1 469 116;$0,001927;762 396 064 *;$32 782;0,18%;-5,48%;-1,83%
779;Patientory;PTOY;$1 463 973;$0,020914;70 000 000 *;$295 786;2,36%;17,98%;13,33%
780;Storiqa;STQ;$1 459 507;$0,000134;10 920 877 605 *;$123 078;-13,04%;-2,42%;3,88%
781;eBoost;EBST;$1 450 933;$0,014511;99 990 001 *;$10 216;0,32%;11,64%;321,62%
782;CanYaCoin;CAN;$1 447 877;$0,029175;49 628 041 *;$5 928;-0,33%;-3,21%;-14,66%
783;Internet of P...;IOP;$1 423 571;$0,107599;13 230 344;$696 572;1,67%;0,90%;9,73%
784;Education Eco...;LEDU;$1 421 665;$0,006528;217 789 857 *;$50 345;0,03%;2,08%;8,78%
785;HempCoin;THC;$1 420 939;$0,005819;244 172 892;$16 754;-5,41%;-18,19%;55,47%
786;OracleChain;OCT;$1 403 462;$0,046782;30 000 000 *;$346 213;-2,18%;-5,66%;-6,35%
787;Denarius;D;$1 394 144;$0,246501;5 655 736;$4 854;0,24%;0,72%;42,91%
788;IONChain;IONC;$1 389 288;$0,011465;121 180 605 *;$1 359 729;0,10%;5,12%;10,18%
789;Rapids;RPD;$1 385 375;$0,000224;6 182 765 259 *;$11 369;0,69%;1,71%;5,53%
790;NOW Token;NOW;$1 382 979;$0,021046;65 713 508 *;$3 695;-11,19%;-12,47%;-4,76%
791;Swarm City;SWT;$1 370 161;$0,161711;8 472 924 *;$207 623;1,23%;12,35%;17,06%
792;Niobium Coin;NBC;$1 356 933;$0,027733;48 927 668 *;$21 220;-5,71%;-6,89%;58,17%
793;ProChain;PRA;$1 355 921;$0,027358;49 562 749 *;$40 616;-0,10%;0,06%;-0,09%
794;Kuai Token;KT;$1 354 412;$0,142377;9 512 850 *;$7 297 887;0,19%;0,34%;-2,77%
795;Stox;STX;$1 342 732;$0,025289;53 095 250 *;$52 113;0,29%;-1,57%;-3,55%
796;IQeon;IQN;$1 328 636;$0,478740;2 775 277 *;$634;0,44%;-1,33%;5,89%
797;Pirl;PIRL;$1 318 852;$0,028880;45 667 398;$8 795;-0,63%;-8,95%;-3,17%
798;QuadrantProtocol;EQUAD;$1 304 223;$0,003883;335 888 909 *;$344 786;0,36%;-3,83%;19,22%
799;Banca;BANCA;$1 295 151;$0,000072;17 926 481 684 *;$22 468;2,11%;3,57%;16,72%
800;Fountain;FTN;$1 293 050;$0,026157;49 435 079 *;$164 266;0,31%;-4,90%;-13,08%
801;Credit Tag Chain;CTC;$1 286 522;$0,024039;53 517 684;$61 465;0,43%;1,99%;1,43%
802;Coinsuper Eco...;CEN;$1 285 339;$0,009206;139 621 836 *;$288 616;0,28%;1,09%;-0,77%
803;Bounty0x;BNTY;$1 284 552;$0,005791;221 830 997 *;$25 706;-0,06%;-0,26%;-1,32%
804;Matryx;MTX;$1 247 688;$0,053723;23 224 303 *;$95 691;0,34%;-2,09%;-8,73%
805;Winco;WCO;$1 247 532;$0,002596;480 481 178 *;$25 662;0,07%;5,76%;37,09%
806;Kolion;KLN;$1 247 014;$1,25;999 999 *;$37 295;0,25%;-1,17%;-7,95%
807;Kryll;KRL;$1 243 342;$0,080274;15 488 733 *;$926;0,78%;-1,36%;-8,76%
808;RED;RED;$1 220 951;$0,009392;130 000 009 *;$15 653;-0,12%;-1,77%;2,25%
809;Cobinhood;COB;$1 213 452;$0,002952;410 999 847 *;$5 340;9,90%;-4,09%;41,37%
810;ATLANT;ATL;$1 204 328;$0,022230;54 175 041 *;$1 323;-28,95%;-21,33%;-26,88%
811;Miners' Rewar...;MRT;$1 204 267;$0,120427;10 000 000 *;$1 997;-2,59%;0,56%;-6,71%
812;LocalCoinSwap;LCS;$1 199 329;$0,022838;52 514 643 *;$228 359;2,55%;-8,76%;-17,79%
813;Alphacat;ACAT;$1 198 258;$0,000429;2 790 428 084 *;$97 613;0,08%;4,40%;4,92%
814;Unification;UND;$1 196 019;$0,030940;38 655 988 *;$159 376;0,00%;2,10%;-10,56%
815;FoldingCoin;FLDC;$1 190 860;$0,001563;761 922 162 *;$4 110;12,76%;19,43%;21,76%
816;CashBet Coin;CBC;$1 184 966;$0,007411;159 896 536 *;$14 933;0,19%;-5,45%;-24,52%
817;Zilla;ZLA;$1 184 268;$0,019738;60 000 000 *;$11 874;-0,08%;0,33%;2,02%
818;Crowd Machine;CMCT;$1 183 903;$0,002518;470 164 800 *;$3 190 309;1,50%;18,94%;35,47%
819;DATx;DATX;$1 173 866;$0,000844;1 391 302 551 *;$375 597;0,21%;0,22%;-0,76%
820;Gems ;GEM;$1 173 253;$0,001018;1 152 794 971 *;$9 393;3,05%;-4,49%;-18,70%
821;Energo;TSL;$1 173 108;$0,001947;602 378 920 *;$27 500;-0,62%;-0,81%;-8,12%
822;X8X Token;X8X;$1 171 182;$0,014918;78 507 341 *;$922;0,93%;1,70%;6,31%
823;Linfinity;LFC;$1 157 735;$0,001284;901 904 152 *;$704 674;0,43%;0,20%;-1,72%
824;Sharder;SS;$1 154 519;$0,004075;283 282 765 *;$580 998;0,51%;8,07%;-10,03%
825;MktCoin;MLM;$1 151 294;$0,000952;1 209 529 900;$19 440;-7,85%;-2,27%;21,41%
826;Aventus;AVT;$1 150 000;$0,191667;6 000 000 *;$22 494;1,78%;-6,12%;6,88%
827;WebDollar;WEBD;$1 146 588;$0,000226;5 072 374 871;$14 378;-1,99%;2,04%;-20,57%
828;Memetic / Pep...;MEME;$1 143 950;$0,038293;29 873 823;$271 292;3,67%;28,05%;46,57%
829;X-CASH;XCASH;$1 140 390;$0,000032;35 657 671 875;$48 078;0,54%;8,95%;-13,10%
830;FREE Coin;FREE;$1 137 505;$1.31e-7;8 700 200 594 990 *;$11 797;1,32%;-22,67%;-51,30%
831;FarmaTrust;FTT;$1 125 638;$0,001876;600 000 000 *;$108 498;0,33%;-5,01%;-4,53%
832;CoinFi;COFI;$1 105 335;$0,005680;194 606 653 *;$48 193;-0,18%;2,50%;-11,94%
833;Sakura Bloom;SKB;$1 096 494;$0,000425;2 582 965 294 *;$22 093;-6,95%;0,23%;43,50%
834;Flixxo;FLIXX;$1 093 156;$0,013729;79 623 675 *;$1 359;0,21%;-4,44%;-14,90%
835;PlayGame;PXG;$1 092 846;$0,001452;752 874 741 *;$37 990;0,04%;0,83%;4,87%
836;DPRating;RATING;$1 091 716;$0,000509;2 146 103 144 *;$45 617;0,92%;-6,40%;4,96%
837;Digital Asset...;DAGT;$1 086 164;$0,047117;23 052 330 *;$1 267 086;-5,68%;-0,59%;-14,14%
838;DubaiCoin;DBIX;$1 083 881;$0,254243;4 263 172;$2 762;-0,53%;-8,31%;-17,05%
839;Pluton;PLU;$1 061 692;$1,25;850 000 *;$2 175;0,37%;13,20%;6,99%
840;SnapCoin;SNPC;$1 043 386;$0,002404;434 097 337 *;$75 547;0,60%;-2,61%;-34,83%
841;Decentralized...;DCTO;$1 037 094;$0,001343;771 946 476 *;$10 099;0,60%;10,41%;-18,31%
842;Essentia;ESS;$1 030 216;$0,001248;825 810 014 *;$80 577;0,12%;2,75%;-15,81%
843;ALQO;XLQ;$1 027 016;$0,017888;57 412 659;$990;8,65%;10,98%;38,42%
844;BitDegree;BDG;$1 023 627;$0,002808;364 570 570 *;$1 518;0,44%;-10,83%;-6,63%
845;ExclusiveCoin;EXCL;$1 014 707;$0,182852;5 549 328;$186 222;-1,96%;14,39%;26,57%
846;BitcoinZ;BTCZ;$1 013 099;$0,000225;4 504 070 879;$504;-0,81%;7,18%;8,63%
847;StrongHands;SHND;$1 011 861;$1.09e-7;9 291 696 335 960;$1 228;9,13%;6,75%;13,43%
848;Carboneum [C8...;C8;$1 005 694;$0,019594;51 326 575 *;$1 368;0,54%;18,69%;-5,77%
849;Bezop;BEZ;$1 004 437;$0,025827;38 891 700 *;$564 096;-2,56%;-0,09%;5,60%
850;Graviocoin;GIO;$1 003 223;$0,001130;887 906 090;$13 804;11,63%;27,71%;38,60%
851;Paytomat;PTI;$1 002 846;$0,005157;194 446 709 *;$51 914;-0,32%;-0,46%;-7,13%
852;Hacken;HKN;$997 968;$0,185858;5 369 516 *;$3 127;-3,81%;-3,97%;-24,45%
853;Uniform Fisca...;UFO;$990 432;$0,000260;3 802 120 012;$1 163;0,22%;1,55%;3,52%
854;Trittium;TRTT;$986 776;$0,008076;122 189 320 *;$1 941;2,41%;8,83%;11,88%
855;OLXA;OLXA;$984 419;$0,004410;223 207 550 *;$1 461 635;28,24%;247,12%;374,58%
856;Scanetchain;SWC;$977 430;$0,002736;357 245 843 *;$618 649;1,86%;6,02%;5,88%
857;OneLedger;OLT;$951 311;$0,003110;305 899 034 *;$219 936;-2,90%;3,82%;-19,49%
858;Sentinel Chain;SENC;$948 191;$0,004807;197 269 666 *;$34 479;-0,54%;3,64%;-1,36%
859;Serve;SERV;$946 190;$0,052047;18 179 691 *;$8 369 949;2,75%;93,90%;72,20%
860;Ivy;IVY;$931 467;$0,002959;314 840 619 *;$785;0,54%;10,65%;54,62%
861;OWNDATA;OWN;$922 472;$0,000084;11 000 000 000 *;$23 930;0,29%;0,56%;-20,42%
862;0xBitcoin;0xBTC;$921 409;$0,204758;4 500 000;$1 179 724;2,62%;2,49%;-8,38%
863;Golos;GOLOS;$919 186;$0,007382;124 518 891;$616;7,75%;7,22%;40,57%
864;FedoraCoin;TIPS;$913 459;$0,000004;212 269 865 434;$10 335;0,57%;1,02%;-2,64%
865;TRAXIA;TMT;$905 383;$0,001811;500 000 000 *;$28 956;0,54%;-25,67%;-5,11%
866;ArtByte;ABY;$901 401;$0,001137;792 537 250;$3 400;-5,75%;0,53%;-3,74%
867;HOQU;HQX;$900 695;$0,005325;169 144 018 *;$57 380;1,20%;3,08%;-24,07%
868;DCORP Utility;DRPU;$900 431;$0,255053;3 530 373 *;$2 125;0,21%;2,34%;12,62%
869;Bela;BELA;$894 398;$0,021795;41 037 363 *;$8 834;0,22%;-15,96%;-5,33%
870;Gentarium;GTM;$892 888;$0,265765;3 359 694;$1 530;0,22%;-2,18%;-9,90%
871;Blue Protocol;BLUE;$887 247;$0,024212;36 645 278 *;$302 475;-11,40%;-4,15%;-23,98%
872;Syndicate;SYNX;$878 136;$0,027005;32 518 010;$4 996 051;-9,75%;26,09%;44,07%
873;TrustNote;TTT;$875 161;$0,002823;309 999 945 *;$67 542;0,61%;0,25%;15,19%
874;VouchForMe;IPL;$863 179;$0,003864;223 411 027 *;$80 384;0,20%;2,11%;6,38%
875;Doge Token;DOGET;$859 002;$0,000097;8 900 000 000 *;$4 069;1,39%;23,01%;978,41%
876;Utrum;OOT;$854 667;$0,013189;64 800 129 *;$1 224;0,34%;10,21%;-0,27%
877;GoNetwork;GOT;$850 598;$0,013721;61 994 620 *;$427 659;-0,10%;2,56%;4,80%
878;Blocktix;TIX;$840 571;$0,021014;40 000 000 *;$11 886;-1,08%;-8,64%;28,84%
879;Solaris;XLR;$834 345;$0,495499;1 683 848 *;$6 292;0,42%;1,47%;-15,03%
880;Qredit;XQR;$830 582;$0,001536;540 568 233 *;$11 391;1,47%;-2,50%;-38,45%
881;MinexCoin;MNX;$825 805;$0,149069;5 539 741;$23 728;0,13%;-0,16%;-9,14%
882;Mallcoin;MLC;$823 125;$0,004673;176 136 853 *;$22 950;-6,49%;25,95%;-5,32%
883;CoTrader;COT;$822 581;$0,000052;15 728 056 896 *;$1 039;0,50%;-11,15%;4,50%
884;Eroscoin;ERO;$821 508;$0,004399;186 744 000 *;$867;0,32%;-7,46%;2,77%
885;Proxeus;XES;$819 161;$0,004031;203 240 350 *;$861;-1,08%;28,69%;-37,72%
886;iEthereum;IETH;$806 470;$0,044849;17 982 000 *;$2 985;0,38%;7,41%;0,20%
887;SHIELD;XSH;$802 334;$0,001564;512 973 375;$1 499;0,20%;-5,54%;-9,96%
888;Zippie;ZIPT;$796 194;$0,002936;271 196 892 *;$6 811;-0,22%;10,82%;10,21%
889;Karbo;KRB;$781 832;$0,104088;7 511 279;$3 246;0,69%;6,78%;6,36%
890;OptiToken;OPTI;$781 578;$0,029553;26 446 569 *;$46 424;0,54%;33,48%;149,76%
891;eSDChain;SDA;$778 741;$0,007057;110 351 631 *;$22 180;-15,45%;-34,68%;-59,28%
892;NuBits;USNBT;$778 530;$0,070894;10 981 667 *;$13 774;0,27%;1,31%;1,08%
893;DOS Network;DOS;$776 908;$0,014955;51 950 000 *;$310 140;-0,64%;-7,65%;-8,54%
894;Pinkcoin;PINK;$776 202;$0,001904;407 598 438;$4 021;0,15%;9,33%;2,59%
895;Giant;GIC;$765 425;$0,151167;5 063 444;$10 549;-0,56%;-2,92%;-32,61%
896;LatiumX;LATX;$765 251;$0,007307;104 730 619 *;$288 914;-0,10%;-0,79%;-9,45%
897;adbank;ADB;$761 861;$0,001148;663 500 698 *;$78 502;-0,01%;-12,23%;-12,43%
898;Digital Insur...;DIT;$760 786;$0,003387;224 644 536 *;$561;0,21%;4,22%;28,35%
899;Crypto Sports;CSPN;$759 823;$0,573856;1 324 065;$981;53,57%;34,78%;-11,72%
900;InterCrone;ICR;$752 425;$0,050861;14 793 793;$1 967;0,21%;-4,11%;49,06%
901;SoMee.Social;ONG;$748 573;$0,015407;48 586 897 *;$7 807;2,48%;8,03%;-6,60%
902;Zero;ZER;$738 089;$0,120870;6 106 493;$1 612;17,64%;2,04%;42,40%
903;Maverick Chain;MVC;$736 099;$0,006884;106 936 231 *;$25 166;5,61%;3,19%;-1,53%
904;Ryo Currency;RYO;$734 910;$0,062806;11 701 276;$2 653;3,65%;-13,39%;24,61%
905;Ifoods Chain;IFOOD;$732 910;$0,000293;2 499 999 990 *;$10 285;3,52%;-1,05%;27,47%
906;ESBC;ESBC;$731 881;$0,052561;13 924 532;$188 698;-0,24%;11,43%;34,71%
907;FLIP;FLP;$729 482;$0,013037;55 955 000 *;$40 743;0,23%;0,05%;-15,37%
908;Blockpass;PASS;$727 806;$0,006185;117 666 352 *;$22 891;0,13%;0,67%;-4,52%
909;Torque;XTC;$727 089;$0,000087;8 402 798 034;$879;0,27%;-48,62%;-2,37%
910;AICHAIN;AIT;$726 753;$0,001358;535 067 071 *;$80 152;-1,14%;-0,22%;-10,95%
911;UChain;UCN;$725 286;$0,002375;305 346 957 *;$93 737;2,86%;3,21%;27,47%
912;Masari;MSR;$725 040;$0,062394;11 620 433;$2 453;-4,27%;-6,83%;-12,53%
913;SnowGem;XSG;$721 531;$0,063536;11 356 232;$197 507;-1,57%;0,36%;-10,45%
914;Karma;KRM;$719 324;$0,000403;1 782 809 241 *;$1 284;0,13%;168,29%;-3,33%
915;DeviantCoin;DEV;$717 707;$0,046457;15 448 969;$767;0,21%;1,40%;-8,96%
916;Yocoin;YOC;$710 752;$0,001923;369 659 255;$1 554;0,13%;-12,08%;4,50%
917;MyWish;WISH;$710 369;$0,042401;16 753 666 *;$28 011;0,21%;0,37%;-9,00%
918;Playkey;PKT;$707 145;$0,050795;13 921 512 *;$26 152;-2,00%;12,10%;-13,06%
919;LALA World;LALA;$700 659;$0,003475;201 639 785 *;$6 427;0,33%;-4,83%;-6,08%
920;Uquid Coin;UQC;$698 136;$0,069814;10 000 000 *;$1 139 285;-7,14%;-17,47%;-23,59%
921;Dether;DTH;$695 214;$0,008179;85 000 000 *;$556;0,44%;-3,91%;-9,84%
922;EUNO;EUNO;$692 092;$0,031073;22 273 084;$1 679;-2,51%;-26,44%;70,86%
923;Rivetz;RVT;$683 058;$0,026027;26 244 468 *;$2 442;0,34%;-3,94%;-22,59%
924;VeriSafe;VSF;$672 049;$0,000062;10 880 544 815 *;$545;0,21%;38,89%;-9,27%
925;Equal;EQL;$671 489;$0,001632;411 404 833 *;$1 745;-0,04%;-21,22%;-21,77%
926;Qwark;QWARK;$665 771;$0,009986;66 672 937 *;$1 253;0,23%;3,67%;27,11%
927;Commercium;CMM;$663 969;$0,015389;43 145 054;$889;-1,64%;-3,22%;-15,10%
928;Ethersocial;ESN;$662 176;$0,021014;31 510 519;$1 227;0,21%;1,13%;-0,84%
929;Colu Local Ne...;CLN;$661 751;$0,006314;104 804 693 *;$538;0,44%;2,14%;27,36%
930;Faceter;FACE;$656 768;$0,001396;470 623 560 *;$8 347;0,74%;4,78%;-10,98%
931;Sequence;SEQ;$652 311;$0,013980;46 660 698;$2 607;0,23%;4,35%;-4,72%
932;Opus;OPT;$650 667;$0,004645;140 080 549 *;$6 567;-4,96%;-32,28%;16,62%
933;Lampix;PIX;$648 543;$0,004793;135 322 017 *;$4 628;-9,49%;6,40%;-34,02%
934;Shivom;OMX;$635 770;$0,000714;890 792 518 *;$2 140;0,40%;-1,04%;-54,21%
935;ToaCoin;TOA;$630 651;$0,000174;3 631 459 282;$1 328;0,22%;5,02%;39,62%
936;Lethean;LTHN;$626 989;$0,000955;656 394 313;$1 063;0,21%;1,16%;-12,08%
937;Experty;EXY;$621 468;$0,022942;27 088 352 *;$14 176;0,50%;-1,39%;-8,52%
938;On.Live;ONL;$620 791;$0,028711;21 622 215 *;$7 641;-0,14%;15,68%;-43,67%
939;HOLD;HOLD;$619 885;$0,000879;704 821 305 *;$6 656;5,96%;5,10%;-1,93%
940;Truegame;TGAME;$619 065;$0,007497;82 575 464 *;$58 513;0,51%;-7,08%;-29,17%
941;DEEX;DEEX;$618 738;$0,010946;56 528 700 *;$5 309;-3,43%;-9,23%;-10,48%
942;TraDove B2BCoin;BBC;$617 374;$0,001235;500 000 000 *;$14 809;0,25%;2,43%;-31,03%
943;Autonio;NIO;$615 588;$0,007333;83 944 750 *;$8 456;0,25%;5,35%;-20,78%
944;ATBCoin;ATB;$612 001;$0,014558;42 038 227;$3 223 906;3,44%;-0,68%;5,89%
945;PlatonCoin;PLTC;$606 252;$0,264351;2 293 358 *;$157 938;0,95%;3,84%;-0,84%
946;Globatalent;GBT;$601 107;$0,001549;388 060 731 *;$9 816;2,38%;17,05%;18,39%
947;Bitcoin Plus;XBC;$598 060;$4,81;124 329 *;$7 762;-1,53%;-4,82%;-25,03%
948;KARMA;KARMA;$594 013;$0,000180;3 299 031 186 *;$3 360;0,80%;1,40%;-48,70%
949;Lunes;LUNES;$586 324;$0,003890;150 728 538;$2 485;11,05%;-34,79%;-47,21%
950;ARBITRAGE;ARB;$583 271;$0,120774;4 829 458 *;$504 902;0,54%;1,18%;-2,11%
951;Formosa Finan...;FMF;$577 656;$0,000634;911 833 321 *;$20 608;-0,53%;-2,41%;-4,18%
952;BuzzCoin;BUZZ;$576 166;$0,000029;19 999 967 488;$864;0,08%;1,24%;7,74%
953;Chimpion;BNANA;$563 197;$0,136810;4 116 630 *;$28 008;13,69%;5,49%;161,18%
954;Bitcoin Private;BTCP;$561 956;$0,119668;4 695 971;$122 230;-38,39%;-58,17%;-66,31%
955;VULCANO;VULC;$560 337;$0,002611;214 603 648;$710;-3,21%;-7,58%;-6,99%
956;HeartBout;HB;$553 749;$0,010410;53 195 267 *;$4 312;0,13%;-2,48%;-1,54%
957;eBitcoin;EBTC;$552 345;$0,029229;18 897 126 *;$16 198;0,04%;-5,98%;-17,06%
958;Stronghold Token;SHX;$546 501;$0,000529;1 032 478 474 *;$17 125;1,24%;-3,95%;27,73%
959;Happycoin;HPC;$545 892;$0,027795;19 639 603;$119 073;0,42%;-15,36%;-42,00%
960;BiblePay;BBP;$545 173;$0,000344;1 583 204 656;$1 192;0,17%;-2,62%;13,05%
961;Origin Sport;ORS;$544 777;$0,007132;76 388 858 *;$3 558 391;0,16%;0,14%;-19,91%
962;OBITS;OBITS;$538 877;$0,035211;15 304 286 *;$889;0,97%;1,61%;-8,63%
963;Conceal;CCX;$535 046;$0,146798;3 644 786;$8 550;1,24%;-2,46%;12,32%
964;Mocrow;MCW;$534 926;$0,262453;2 038 176 *;$2 217;0,82%;0,63%;-9,73%
965;Ubcoin Market;UBC;$533 930;$0,001560;342 272 358 *;$698;0,54%;-0,70%;3,81%
966;HBZ coin;HBZ;$532 660;$0,000584;912 301 957 *;$80 552;0,11%;1,30%;-3,99%
967;IXT;IXT;$532 558;$0,014885;35 778 844 *;$15 110;1,29%;1,48%;-3,93%
968;Max Property ...;MPG;$529 827;$0,013476;39 316 151 *;$2 140;-0,32%;0,56%;18,80%
969;IDEX Membership;IDXM;$527 157;$263,58;2 000 *;$758;0,54%;-1,00%;11,65%
970;uPlexa;UPX;$524 002;$0,000360;1 454 752 121 *;$6 475;-0,08%;-1,69%;-1,81%
971;BlitzPredict;XBP;$522 649;$0,001410;370 569 838 *;$20 088;5,23%;4,30%;-7,33%
972;1World;1WO;$521 052;$0,024834;20 981 451 *;$11 686;-0,20%;0,30%;30,25%
973;SiaCashCoin;SCC;$520 087;$0,000065;7 972 474 001 *;$88 945;0,08%;18,43%;27,37%
974;Sharpay;S;$518 571;$0,000506;1 025 302 597 *;$7 319;-2,97%;10,50%;20,94%
975;RealChain;RCT;$512 210;$0,001278;400 871 298 *;$209 696;0,54%;5,01%;11,09%
976;Timicoin;TMC;$506 570;$0,001597;317 149 560 *;$3 398;0,32%;-7,19%;-26,02%
977;PHI Token;PHI;$505 127;$0,086669;5 828 254 *;$17 266;-1,24%;-16,08%;-14,32%
978;Nerva;XNV;$503 892;$0,031695;15 898 012;$1 332;6,50%;25,34%;16,25%
979;Mao Zedong;MAO;$503 262;$0,079364;6 341 187;$573;0,22%;-4,40%;-1,66%
980;HEROcoin;PLAY;$497 342;$0,003380;147 128 695 *;$27 968;0,47%;-1,50%;35,13%
981;MetaMorph;METM;$496 796;$0,004074;121 948 127 *;$48 285;-3,16%;-7,30%;-24,20%
982;Atonomi;ATMI;$496 586;$0,001014;489 844 250 *;$50 489;0,70%;-3,10%;0,65%
983;Bethereum;BETHER;$493 552;$0,001127;438 087 195 *;$19 380;0,09%;-5,25%;-10,53%
984;DAV Coin;DAV;$492 907;$0,000864;570 762 682 *;$13 418;-0,88%;0,03%;-25,00%
985;Proton Token;PTT;$489 158;$0,000204;2 393 756 400 *;$194 351;0,55%;49,64%;68,62%
986;Capricoin;CPC;$488 008;$0,245225;1 990 045 *;$37 967;0,03%;-1,33%;-10,86%
987;Blockport;BPT;$486 076;$0,009102;53 402 933 *;$37 248;-0,70%;1,07%;25,47%
988;Fox Trading;FOXT;$485 803;$0,053344;9 107 035 *;$225 573;-0,19%;-2,61%;-0,51%
989;GoldMint;MNTP;$484 946;$0,253236;1 914 997 *;$780;1,12%;3,58%;-32,39%
990;JET8;J8T;$483 815;$0,000586;825 371 615 *;$36 723;0,26%;1,26%;10,93%
991;ShareX;SEXC;$467 063;$0,000724;645 515 075 *;$554;0,54%;1,02%;4,21%
992;Debitum;DEB;$466 474;$0,002337;199 645 716 *;$2 327;0,24%;6,84%;-1,57%
993;Tokes;TKS;$463 299;$0,134068;3 455 702 *;$1 449;0,23%;17,79%;45,17%
994;Scorum Coins;SCR;$461 508;$0,015770;29 265 075 *;$67 175;0,07%;0,45%;-22,36%
995;0xcert;ZXC;$461 287;$0,001389;332 046 325 *;$142 402;-0,11%;14,69%;-6,66%
996;EDRCoin;EDRC;$460 869;$0,157227;2 931 224 *;$16 464;-0,17%;1,06%;-21,52%
997;The ChampCoin;TCC;$458 111;$0,002631;174 119 851;$348 515;3,27%;5,21%;-7,79%
998;ZCore;ZCR;$457 292;$0,115631;3 954 758;$1 428;-0,01%;-0,03%;-5,18%
999;Auxilium;AUX;$456 992;$0,004280;106 779 690 *;$4 738;0,07%;3,56%;3,22%
1000;Soma;SCT;$456 006;$0,051234;8 900 534 *;$121 550;0,21%;0,03%;-23,64%
1001;TENA;TENA;$454 094;$0,180062;2 521 873 *;$876;0,00%;-4,72%;4,97%
1002;PAYCENT;PYN;$453 853;$0,014801;30 662 802 *;$22 775;0,16%;-19,38%;-24,87%
1003;Profile Utili...;PUT;$453 765;$0,010019;45 289 804 *;$138 030;0,54%;-24,74%;167,59%
1004;TrueDeck;TDP;$452 132;$0,014719;30 717 516 *;$442 807;-0,99%;-12,90%;-34,26%
1005;Bitzeny;ZNY;$451 859;$0,005976;75 614 500;$1 501;0,36%;28,33%;86,53%
1006;CryptoCarbon;CCRB;$446 481;$0,018083;24 690 718 *;$1 956;0,10%;-3,72%;-27,31%
1007;Sumokoin;SUMO;$440 232;$0,043631;10 089 780;$17 320;0,02%;0,33%;16,18%
1008;Travelflex;TRF;$431 468;$0,005468;78 905 322 *;$2 401;0,20%;-1,50%;24,60%
1009;BitScreener T...;BITX;$426 724;$0,002768;154 186 857 *;$21 831;0,39%;0,89%;-11,57%
1010;AirWire;WIRE;$419 898;$0,003497;120 058 126;$47 510;1,83%;-6,66%;-7,50%
1011;Elcoin;EL;$416 569;$0,037164;11 208 967 *;$1 166;0,54%;0,89%;-2,48%
1012;HollyWoodCoin;HWC;$415 193;$0,020928;19 839 499;$125 603;0,21%;-7,70%;-19,98%
1013;BoatPilot Token;NAVY;$415 051;$0,005619;73 863 346 *;$2 038;-0,45%;-5,06%;9,04%
1014;GoPower;GPT;$413 119;$0,005086;81 227 046 *;$79 572;-0,52%;25,07%;8,10%
1015;Pigeoncoin;PGN;$410 576;$0,000152;2 701 419 126;$7 112;0,04%;5,17%;-6,34%
1016;FSBT API Token;FSBT;$407 525;$0,116119;3 509 535 *;$28 120;2,14%;208,47%;28,72%
1017;ACE (TokenStars);ACE;$406 386;$0,034260;11 861 875 *;$67 276;-0,49%;2,98%;6,16%
1018;Maincoin;MNC;$398 143;$0,003358;118 565 385 *;$45 945;9,11%;3,90%;-1,52%
1019;Relex;RLX;$394 355;$0,000218;1 810 973 937 *;$11 044;0,53%;-18,39%;8,63%
